Ticker,Exchange,Market Capitalization,Last,Change %,Change,Volume,Price to Earnings Ratio (TTM),Number of Employees,Sector
MCD,NYSE,160847111570,215.87,1.83507878,3.89,2639146,32.35545516,205000,Consumer Services
XOM,NYSE,192215335799.99997,45.46,1.11209964,0.5,28628224,57.79663196,74900,Energy Minerals
AAPL,NASDAQ,2221516765000,132.05,0.86312252,1.13,105158245,40.07591527,147000,Electronic Technology
MSFT,NASDAQ,1660437010000,219.62,0.60928123,1.33,22956206,35.21374415,163000,Technology Services
AMZN,NASDAQ,1596922907700,3182.7,0.649556,20.54,3537744,92.60432835,798000,Retail Trade
GOOG,NASDAQ,1222443831460,1807.21,1.11679955,19.96,2051002,35.68861199,118899,Technology Services
GOOGL,NASDAQ,1216098955580,1797.83,1.32387254,23.49,1774226,35.43081931,118899,Technology Services
TSLA,NASDAQ,834171838020,880.02,7.84030195,63.98,75055528,1630.7753797,48016,Consumer Durables
FB,NASDAQ,762117947449.5599,267.57,-0.43536504,-1.17,18528251,30.60332066,44942,Technology Services
TSM,NYSE,629746000000,118.69,-2.25644404,-2.74,18976772,38.3628724,51297,Electronic Technology
BABA,NYSE,613909000000,236.19,4.09431468,9.29,34884935,32.86548183,117600,Retail Trade
BRK.A,NYSE,550289997542.6678,352039,0.55700122,1950,243,15.51537848,391500,Finance
BRK.B,NYSE,548736225780,234.03,0.49381656,1.15,4850601,15.48126334,391500,Finance
V,NYSE,503566792411.9525,215.45,0.76703615,1.64,6513279,44.90391683,20500,Finance
JNJ,NYSE,421311701600,160.04,-0.20577415,-0.33,8228938,25.19916406,132200,Health Technology
WMT,NYSE,414858792700,146.63,-0.01363791,-0.02,8159400,21.17016977,2200000,Retail Trade
JPM,NYSE,414616164000.0001,136.02,0.11039965,0.15,12035126,17.73204218,256981,Finance
MA,NYSE,352761877280.4,353.85,1.14045618,3.99,3371500,52.50393937,18600,Finance
UNH,NYSE,344792063190,363.39,-0.44927814,-1.64,2948002,20.9699379,325000,Health Services
PG,NYSE,344145071900,138.79,-0.0432121,-0.06,7448475,26.54621929,99000,Consumer Non-Durables
NVDA,NASDAQ,328732330000.0001,531.07,-0.50397182,-2.69,7313215,87.23991959,13775,Electronic Technology
DIS,NYSE,323516458100,178.69,0.06159704,0.11,7894454,,203000,Consumer Services
HD,NYSE,289702294000,269.09,1.06287088,2.83,3757709,23.01137346,415700,Retail Trade
PYPL,NASDAQ,284087957400,242.46,3.15690946,7.42,6767739,88.75462578,23200,Technology Services
BAC,NYSE,281410198700,32.53,-1.0042605,-0.33,44641359,16.24240028,208000,Finance
VZ,NYSE,239181602000,57.8,-1.24722365,-0.73,28411561,13.23938565,135000,Communications
CMCSA,NASDAQ,235812218287.5,51.54,1.73707067,0.88,22140412,22.67884323,190000,Consumer Services
ADBE,NASDAQ,232711686900,485.1,1.54058693,7.36,2266132,44.09270044,,Technology Services
NKE,NYSE,230717848000,146.35,0.96585029,1.4,3950741,82.62083903,75400,Consumer Non-Durables
NFLX,NASDAQ,225492168000,510.4,0.29672424,1.51,2973949,82.21295982,8600,Consumer Services
KO,NYSE,219512724400,51.08,2.24179343,1.12,29673952,25.90883161,86200,Consumer Non-Durables
TM,NYSE,213430000000,152.85,0.11790136,0.18,418079,16.27369049,359542,Consumer Durables
INTC,NASDAQ,211661700000,51.65,-1.03468097,-0.54,34625379,10.235541,110800,Electronic Technology
MRK,NYSE,210068390900,83.03,-1.17829088,-0.99,9125149,18.55811282,71000,Health Technology
ASML,NASDAQ,207416000000,508.74,1.4578306,7.31,734573,56.08523013,24900,Producer Manufacturing
T,NYSE,206796520000,29.02,-2.97559345,-0.89,54736872,19.6996641,246000,Communications
PFE,NYSE,206383392000,37.13,0.18888289,0.07,33462370,23.99948193,88300,Health Technology
NVS,NYSE,205918000000,94.04,0.68522484,0.64,1595619,30.03408579,103914,Health Technology
CRM,NYSE,203166600000,222.04,1.8625562,4.06,7301710,56.94654893,49000,Technology Services
TMO,NYSE,203042420499.99997,512.3,2.392421,11.97,2221795,40.97136353,75000,Health Technology
PEP,NASDAQ,199250992800,144.18,1.20025268,1.71,4312289,28.21858659,267000,Consumer Non-Durables
ABT,NYSE,197813099600,111.61,0.2785265,0.31,4242160,59.00752836,107000,Health Technology
CSCO,NASDAQ,190401480600,45.06,0.22241993,0.1,20936283,18.25638527,77500,Technology Services
ABBV,NYSE,189381966900,107.27,0.52478681,0.56,5345883,22.5664559,30000,Health Technology
ORCL,NYSE,186592621400,63.38,0.49151736,0.31,7751661,19.12603105,135000,Technology Services
AVGO,NASDAQ,180261825640,445.64,0.50745393,2.25,1527347,70.37936508,21000,Electronic Technology
QCOM,NASDAQ,177159839999.99997,156.64,0.60372511,0.94,6252391,34.40883978,41000,Electronic Technology
CVX,NYSE,175333554000,91.08,0.95322545,0.86,11152132,,48200,Energy Minerals
ACN,NYSE,174645421600.00003,264.16,0.36474164,0.96,2010661,32.40461446,506000,Technology Services
DHR,NYSE,172969695730,243.49,1.57690543,3.78,2297374,55.38330022,60000,Health Technology
TMUS,NASDAQ,167635121400,135.06,1.40400931,1.87,2951158,43.54464315,53000,Communications
COST,NASDAQ,163866772700,369.94,0.5490324,2.02,2599696,37.78692986,273000,Retail Trade
MDT,NYSE,161132054200,119.71,0.85088458,1.01,3529887,45.33995416,90000,Health Technology
LLY,NYSE,159184810620,166.41,0.34975577,0.58,3438248,27.14608434,33625,Health Technology
NEE,NYSE,158939349100,81.13,2.32059528,1.84,8376215,40.01917933,13900,Utilities
PDD,NASDAQ,157405000000,180.77,0.36087053,0.65,8818806,,5828,Retail Trade
TXN,NASDAQ,157114952720,171.16,1.91735144,3.22,4556506,31.73469388,29768,Electronic Technology
SAP,NYSE,151932000000,131.16,1.83229814,2.36,909825,27.87516773,100330,Technology Services
UNP,NYSE,147456014580,218.82,2.86761941,6.1,3922910,27.10637647,37483,Transportation
HON,NYSE,147375110580,210.03,-1.21348949,-2.58,3278932,30.54083172,113000,Producer Manufacturing
SHOP,NYSE,144943638818.4,1188.92,2.53464766,29.39,1378126,743.05030439,5000,Retail Trade
LIN,NYSE,141921332800,270.4,-0.11820331,-0.32,1879264,64.43873179,79886,Process Industries
BMY,NYSE,141211777500,62.49,0.20846697,0.13,10010525,,30000,Health Technology
AMGN,NASDAQ,138841484810,238.49,1.91009315,4.47,2511396,18.87699543,23400,Health Technology
WFC,NYSE,137223723099.99998,33.19,-0.71791804,-0.24,32324741,90.01077006,259800,Finance
UPS,NYSE,136912073504.90997,158.39,-0.3836478,-0.61,4844804,30.17478602,495000,Transportation
C,NYSE,136097725200.00002,65.37,-0.98455014,-0.65,20747754,12.94357527,200000,Finance
HDB,NYSE,132110000000,72.91,1.32017788,0.95,831534,32.78808038,116971,Finance
AZN,NASDAQ,131766000000,50.86,1.33492728,0.67,10996025,52.39586596,70600,Health Technology
PM,NYSE,129397718800,83.09,0.13256206,0.11,4035570,16.83813234,73500,Consumer Non-Durables
CHTR,NASDAQ,126796702500,634.38,0.73201327,4.61,1051118,49.34805435,95100,Consumer Services
SNE,NYSE,125823000000,103.99,1.95098039,1.99,1400388,14.61506498,111700,Consumer Durables
SBUX,NASDAQ,124024879000,105.67,2.24479923,2.32,5869677,133.49263756,349000,Consumer Services
NVO,NYSE,123678000000,70.26,0.2425453,0.17,565028,26.41914813,43258,Health Technology
TOT,NYSE,121420000000,45.9,-0.62784152,-0.29,1893021,,107776,Energy Minerals
LOW,NYSE,120935931150.00002,165.05,0.81852055,1.34,4971508,23.11765703,320000,Retail Trade
RY,NYSE,120904027199.99998,84.96,-0.28169014,-0.24,635122,14.52462123,86000,Finance
SNY,NASDAQ,120838000000,48.45,0.74859638,0.36,4504751,9.85248924,100409,Health Technology
MS,NYSE,118651190000,75.25,0.41366426,0.31,12896730,12.64255348,60431,Finance
BA,NYSE,118494847000,209.9,-1.32104744,-2.81,14144017,,161100,Electronic Technology
BUD,NYSE,117135000000,71.08,-0.16853933,-0.12,933189,,171915,Consumer Non-Durables
JD,NASDAQ,116058000000,91.54,4.11737944,3.62,13007378,33.94594595,227730,Retail Trade
HSBC/PA,NYSE,115467062132.22452,25.12,0.03982477,0.01,46789,,235000,Finance
BLK,NYSE,115366945950,756.45,0.80355001,6.03,623026,24.87808274,16200,Finance
IBM,NYSE,114527556210,128.53,-0.35661679,-0.46,4676487,14.60418459,383800,Technology Services
HSBC,NYSE,114344000000,27.87,-0.71250445,-0.2,2092073,,235000,Finance
AMD,NASDAQ,113752311800,94.58,-0.60949979,-0.58,39816400,131.36388736,11400,Electronic Technology
SQ,NYSE,108878697120.6,241.45,0.82261567,1.97,9102059,392.14016702,3835,Technology Services
BHP,NYSE,107780000000,73.46,0.3826182,0.28,2777951,23.33025154,,Non-Energy Minerals
RIO,NYSE,107128000000,86.69,0.82577344,0.71,2835920,19.44764878,46007,Non-Energy Minerals
CHL,NYSE,106882000000,27.51,5.40229885,1.41,7600959,7.10726248,456239,Communications
RTX,NYSE,106097779200,69.86,0.11464603,0.08,5158100,,243200,Electronic Technology
SCHW,NYSE,105999445800,58.98,-0.13545547,-0.08,9165419,27.3463907,19700,Finance
TD,NYSE,105885792000,58.32,-0.25654182,-0.15,1234395,12.13986118,,Finance
CAT,NYSE,105533299080,194.26,0.01544561,0.03,3186641,32.26572753,102300,Producer Manufacturing
NOW,NYSE,103332764000,529.64,3.56465458,18.23,1595056,144.7277564,10371,Technology Services
INTU,NASDAQ,102619265160,374.46,1.58153162,5.83,1259108,49.49448838,10600,Technology Services
ZM,NASDAQ,99991063196.06,349.61,2.07591241,7.11,5009213,239.17597765,2532,Technology Services
GS,NYSE,99807245440,290.08,-0.53831648,-1.57,2800784,16.81900753,38300,Finance
GE,NYSE,99336925800,11.34,0.62111801,0.07,72719685,26.95527386,205000,Electronic Technology
UBER,NYSE,98465169600,53.28,-5.07749866,-2.85,37999442,,26900,Technology Services
AXP,NYSE,98057499560,121.78,0.09863554,0.12,2934467,30.05657534,64500,Finance
CVS,NYSE,97985002600,74.86,1.17583457,0.87,11254684,12.21622336,290000,Retail Trade
VALE,NYSE,97109300000,18.92,-0.0528262,-0.01,42156439,38.07320998,71149,Non-Energy Minerals
TGT,NYSE,96949652800,193.6,1.30821559,2.5,3321516,25.3193068,368000,Retail Trade
AMT,NYSE,96616300000,222.2,2.16091954,4.7,2310374,51.36864977,5454,Finance
ISRG,NASDAQ,96248156250,818.75,1.3041165,10.54,476195,92.09215939,7326,Health Technology
MMM,NYSE,96110081640,166.62,-1.82653783,-3.1,4808130,19.89217065,96163,Producer Manufacturing
GSK,NYSE,95045200000,38.34,0.70921986,0.27,3361647,11.82298137,99437,Health Technology
DEO,NYSE,94894600000,165.51,1.92130057,3.12,492345,54.39472098,27788,Consumer Non-Durables
EL,NYSE,94281383503.17001,260.73,0.95249158,2.46,939947,156.96487176,48000,Consumer Non-Durables
LMT,NYSE,94035402400,336.1,-1.8829368,-6.45,3226305,14.76171392,110000,Electronic Technology
BKNG,NASDAQ,93440242546,2281.54,1.86128535,41.69,310544,67.45296798,26400,Consumer Services
DE,NYSE,92099931510.00002,293.91,-1.94174757,-5.82,1780991,34.48541679,69600,Producer Manufacturing
SYK,NYSE,91565235060,243.66,-0.02461841,-0.06,1378528,52.77495074,40000,Health Technology
ABNB,NASDAQ,88850858248.31001,149.77,-0.99160442,-1.5,4615625,,,Technology Services
AMAT,NASDAQ,87374712640,95.56,1.05752961,1,9059720,24.11998776,24000,Producer Manufacturing
BTI,NYSE,87209500000,38.21,0.15727392,0.06,2084863,10.94503098,59989,Consumer Non-Durables
MU,NASDAQ,86185492400,77.42,-2.13626596,-1.69,51272079,29.82694265,40000,Electronic Technology
FIS,NYSE,86039777940,138.66,2.12859984,2.89,6412444,,55000,Technology Services
MELI,NASDAQ,85726014300,1719,7.57398449,121.03,737457,,9703,Technology Services
SNOW,NYSE,84958310000,300.1,-1.3477975,-4.1,9106784,,,Technology Services
TJX,NYSE,84308238600,70.22,0.45779685,0.32,6307087,116.15154536,286000,Retail Trade
ANTM,NYSE,83833144320,337.08,-0.08892051,-0.3,1384081,17.44025557,70600,Health Services
MDLZ,NASDAQ,83221010400,58.19,0.74445983,0.43,6642748,26.55876402,80000,Consumer Non-Durables
CNI,NYSE,82425812000,116.06,2.04871186,2.33,618158,31.78001914,25975,Transportation
RDS.A,NYSE,82371100000,40.24,-0.24789291,-0.1,5546750,,83000,Energy Minerals
BP,NYSE,80265300000,24.4,2.04935174,0.49,20189633,,70100,Energy Minerals
DCUE,NYSE,80048200000,98.31,0.19364044,0.19,12437,,19100,Utilities
ZTS,NYSE,79897303480,168.11,0.66467066,1.11,1476016,48.09492267,10600,Health Technology
CI,NYSE,79767753600,220.8,0.13605442,0.3,2346013,15.4605563,73700,Health Services
GILD,NASDAQ,79022531200,63.04,0.83173385,0.52,8389752,64.85477178,11800,Health Technology
SPGI,NYSE,78639783150,326.85,-0.6746285,-2.22,1493885,32.9514845,22500,Commercial Services
SNAP,NYSE,78566798475.19,52.73,0.55301297,0.29,11944201,,3195,Technology Services
FISV,NASDAQ,78300454020,116.79,2.06239622,2.36,3859860,87.10512294,44000,Technology Services
NTES,NASDAQ,77318700000,114.57,2.39520958,2.68,3378076,38.35658702,20797,Technology Services
MO,NYSE,77291687800,41.59,-0.45476304,-0.19,8314352,108.57588358,7300,Consumer Non-Durables
INFY,NYSE,74755800000,18.59,5.92592593,1.04,17802374,30.65502183,242371,Technology Services
USB,NYSE,74297620800,49.32,-1.34026805,-0.67,6574477,16.55956009,69651,Finance
BDX,NYSE,74184711120,255.06,0.61538462,1.56,1457224,92.87415278,72000,Health Technology
BX,NYSE,73848428974.59999,62.9,-0.52190416,-0.33,2396679,58.68758121,2905,Finance
ADP,NASDAQ,73348634700,171.05,1.3029316,2.2,2638683,29.31016525,58000,Technology Services
CSX,NASDAQ,73296036000,95.84,1.92491758,1.81,4176892,26.14631705,21000,Transportation
SE,NYSE,73214100000,210.16,3.04991664,6.22,4604433,,29800,Technology Services
LRCX,NASDAQ,72239234670,501.63,-2.49387707,-12.83,1441896,29.18855742,11300,Electronic Technology
CME,NASDAQ,71683150755.84,199.68,0.43760374,0.87,1867415,33.13610454,4360,Finance
RDS.B,NYSE,71366800000,38.4,-0.46656299,-0.18,3173591,,83000,Energy Minerals
PLD,NYSE,71282000000,96.6,1.34284515,1.28,2199734,43.66068157,1712,Finance
CL,NYSE,70587867150,82.35,0.67237164,0.55,5569431,26.1208328,34300,Consumer Non-Durables
ATVI,NASDAQ,70561844100,91.3,1.81777629,1.63,4409111,31.41465807,9200,Consumer Durables
ADSK,NASDAQ,70331496650,319.85,1.47525381,4.65,1196778,163.358383,10100,Technology Services
NIO,NYSE,70146700000,58.92,8.54826824,4.64,218512753,,,Consumer Durables
CB,NYSE,70143053400,155.4,-0.29513666,-0.46,1287764,30.99779241,33000,Finance
UL,NYSE,69638800000,60.53,1.18689402,0.71,3342275,24.09570611,149867,Consumer Non-Durables
TFC,NYSE,68282278000,50.65,-1.63138473,-0.84,4703195,17.57937863,59000,Finance
ENB,NYSE,67541087000,33.35,-1.03857567,-0.35,4710579,47.01773031,11300,Industrial Services
PNC,NYSE,67025261190,158.19,-0.50943396,-0.81,1842260,9.49248064,51918,Finance
DUK,NYSE,66273107950,90.05,0.17799533,0.16,2752214,32.87976883,28793,Utilities
SHW,NYSE,66190170865,728.77,-0.8651531,-6.36,401154,36.27763522,61111,Process Industries
ITW,NYSE,66140019200,208.96,-0.14336232,-0.3,861420,31.74791012,45000,Producer Manufacturing
ICE,NYSE,66023836920,117.63,1.57153959,1.82,2405572,31.88952528,5989,Finance
CCI,NYSE,65751399999.99999,154.06,1.05608396,1.61,2432694,107.92920354,5100,Finance
SO,NYSE,65032696800,61.57,0.70330389,0.43,3965950,20.57408218,27943,Utilities
SPOT,NYSE,64975860436.83,353.11,6.56385804,21.75,2199732,,,Technology Services
FDX,NYSE,64931792160.00001,244.96,-0.43490631,-1.07,4583899,26.73164054,245000,Transportation
BNS,NYSE,64836940000,53.54,-1.68931326,-0.92,1223122,13.73734671,92001,Finance
SOLN,NYSE,64578500000,51.63,0.50613198,0.26,24834,17.28640172,27943,Utilities
NSC,NYSE,64522349400,254.04,1.6770062,4.19,1563200,32.19840973,,Transportation
ECL,NYSE,63297428750,221.75,-1.76752016,-3.99,981492,,50200,Process Industries
APD,NYSE,63162541260,285.74,0.15773424,0.45,1229730,33.372716,19275,Process Industries
BBL,NYSE,63066300000,60.17,0.75351641,0.45,2517049,19.03911754,,Non-Energy Minerals
ABB,NYSE,62838600000,30.26,0.73235686,0.22,3318116,11.37318745,144400,Producer Manufacturing
GPN,NYSE,61759209840,206.32,-0.86488564,-1.8,1533464,124.10996482,24000,Technology Services
GM,NYSE,61632208600,43.06,-0.60018467,-0.26,18426226,19.43036555,164000,Consumer Durables
VRTX,NASDAQ,61629006000,237,1.76041219,4.1,1231193,22.79177187,3000,Health Technology
EQIX,NASDAQ,60497400000,692.46,1.986833,13.49,624205,133.21495841,8378,Finance
DD,NYSE,60047028190.00001,81.79,1.12512364,0.91,14651705,,35000,Process Industries
VMW,NYSE,59969461650.96001,142.86,-0.82610205,-1.19,1450224,38.36729258,31000,Technology Services
MUFG,NYSE,59856100000,4.72,1.28755365,0.06,6177992,20.00858738,138570,Finance
D,NYSE,59717950800,73.2,0.32894737,0.24,3476778,,19100,Utilities
BAM,NYSE,59207889406.4,39.22,0.61570036,0.24,2934065,,151900,Finance
EQNR,NYSE,58886600000,18.5,1.20350109,0.22,5886929,,21412,Energy Minerals
TEAM,NASDAQ,58682068357.07999,235.48,0.89982004,2.1,804166,,4907,Technology Services
HCA,NYSE,58295245000,172.28,-0.76036866,-1.32,1063595,17.56907196,280000,Health Services
SAN,NYSE,58234900000,3.37,0.29761905,0.01,14525653,,196419,Finance
ADI,NASDAQ,57913078900,156.74,0.72617441,1.13,4204960,47.41749703,15900,Electronic Technology
DELL,NYSE,57899888972.64,77.22,1.15273775,0.88,2688369,24.06455884,165000,Electronic Technology
HUM,NYSE,57802578570.00001,436.77,-2.43918783,-10.92,962713,14.34729104,47200,Health Services
MMC,NYSE,57556034680,113.48,0.12352215,0.14,2439406,28.46522842,76000,Finance
WBK,NYSE,57158400000,15.66,0.38461538,0.06,119163,36.51685393,36849,Finance
BIDU,NASDAQ,56682000000,240.25,15.56592429,32.36,22768851,21.1523982,37779,Technology Services
EW,NYSE,56509896160,90.67,1.37522361,1.23,1997716,71.71263631,13900,Health Technology
TAK,NYSE,55968200000,18.25,1.95530726,0.35,4656962,107.31414868,47495,Health Technology
ILMN,NASDAQ,55423060000,379.61,-0.73219843,-2.8,1057818,88.70975225,7700,Health Technology
PGR,NYSE,55339011000,94.5,-0.25332489,-0.24,1685399,10.95716136,41571,Finance
SCCO,NYSE,55228335120,71.44,0.36527114,0.26,888346,42.79187207,14301,Non-Energy Minerals
UBS,NYSE,54859733925.81,15.29,-1.60875161,-0.25,2134158,9.88464068,68601,Finance
WDAY,NASDAQ,54636000000,227.65,0.63657663,1.44,1666914,,12200,Technology Services
TWLO,NYSE,54397622681.28,360.27,0.87358253,3.12,2136182,,2905,Technology Services
BEKE,NYSE,53407600000,65.28,3.68487929,2.32,3761516,,,Technology Services
REGN,NASDAQ,53217468418.1,498.73,3.64297589,17.53,1018815,17.5856625,8100,Health Technology
DG,NYSE,52873665810,215.81,-0.87727356,-1.91,1859222,21.57373735,143000,Retail Trade
MCO,NYSE,52623437999.99999,280.21,-0.4158078,-1.17,650203,29.25708344,11000,Commercial Services
BSX,NYSE,52623060000,36.75,0.51969365,0.19,7288865,14.01249473,36000,Health Technology
IBN,NYSE,51398600000,14.98,0.60443251,0.09,6407285,26.0816255,99319,Finance
BMO,NYSE,50779793180,78.62,0.42150977,0.33,467436,13.83281717,43360,Finance
CP,NYSE,50704778010,376.99,1.83689457,6.8,270871,29.30728428,12694,Transportation
PUK,NYSE,50663100000,38.92,-0.23071007,-0.09,220836,,18125,Finance
ROKU,NASDAQ,50661995973.45,399.13,5.23082602,19.84,8410817,,1650,Consumer Durables
ETN,NYSE,50574368000,126.88,-1.71198389,-2.21,2695628,38.09987604,101000,Producer Manufacturing
COF,NYSE,50569812320,110.56,-0.1535266,-0.17,3001077,55.59293102,51900,Finance
NEM,NYSE,50442848820,62.79,-3.60761437,-2.35,8805698,20.52687969,31600,Non-Energy Minerals
MNST,NASDAQ,50146835830,94.99,1.59358289,1.49,3138755,42.04136691,3529,Consumer Non-Durables
WM,NYSE,50121071600,118.6,0.46590428,0.55,1372742,33.39273591,44900,Industrial Services
PHG,NYSE,49724900000,56.03,2.46891002,1.35,554295,45.38135945,80495,Health Technology
DASH,NYSE,49582995280.5,156.09,2.17320154,3.32,2548681,,,Technology Services
CRWD,NASDAQ,49503340129.88,223.73,1.02045424,2.26,3537355,,2309,Technology Services
RELX,NYSE,48970500000,25.71,1.10106174,0.28,472718,30.81303768,33200,Commercial Services
NXPI,NASDAQ,48964642500,175.03,0.02285845,0.04,2827979,,29400,Electronic Technology
EMR,NYSE,48931550979.99999,81.82,-0.30461801,-0.25,2156948,25.29277613,83500,Producer Manufacturing
HMC,NYSE,48639700000,28.18,0.03549876,0.01,557902,21.12485939,218674,Consumer Durables
NOC,NYSE,48069224280,288.33,-1.45259416,-4.25,2090493,20.01450227,90000,Electronic Technology
COP,NYSE,47740941000,44.7,0,0,9448745,,10400,Energy Minerals
LULU,NASDAQ,47633690940,365.46,-0.49824389,-1.83,994943,86.29123203,19000,Retail Trade
VOD,NASDAQ,47576700000,17.54,-1.07163001,-0.19,3650973,17.69814334,93000,Communications
ABEV,NYSE,47042900000,3.07,2.67558528,0.08,27721368,25.08389262,50000,Consumer Non-Durables
AON,NYSE,46916575520,205.22,-0.64872192,-1.34,1294490,26.64705806,50000,Finance
EPD,NYSE,46691803200,21.39,0.37541061,0.08,7261971,10.36730722,7300,Industrial Services
PTON,NASDAQ,46477579329.12,158.88,3.16883117,4.88,6248413,2026.31578947,3694,Consumer Services
SMFG,NYSE,45772400000,6.7,0.2994012,0.02,987539,9.09090909,86443,Finance
DOCU,NASDAQ,45620648780,244.54,2.30514998,5.51,3334887,,3909,Technology Services
FCX,NYSE,45256900500,31.15,-0.06416426,-0.02,27541652,,27500,Non-Energy Minerals
ROP,NYSE,45210319200,431.1,0.12076734,0.52,310537,28.98825874,16460,Electronic Technology
KDP,NASDAQ,45032000000,32,0.62893082,0.2,4995127,34.68586387,25500,Consumer Non-Durables
ALGN,NASDAQ,44986518712,570.53,2.17959739,12.17,464242,25.39454415,14530,Health Technology
KMB,NYSE,44816451120,131.76,0.12158055,0.16,1650013,19.13625127,40000,Consumer Non-Durables
MRNA,NASDAQ,44616302500,112.75,-2.03319142,-2.34,12376939,,830,Health Technology
MET,NYSE,44466480090,49.41,-0.34288019,-0.17,4415615,8.13867595,49000,Finance
PINS,NYSE,44420703117.9,71.87,0.6864668,0.49,9102494,,2217,Technology Services
LVS,NYSE,44240917760,57.92,-0.3955288,-0.23,6859943,,50000,Consumer Services
STZ,NYSE,44104033746.66001,230.21,0.58548521,1.34,1595373,24.87447017,9000,Consumer Non-Durables
KLAC,NASDAQ,43924332980,283.18,1.79373809,4.99,1051805,33.84388915,10600,Electronic Technology
PLTR,NYSE,43899481130.4,25.2,0.8,0.2,41313824,,2391,Technology Services
STZ.B,NYSE,43870304016.54,228.99,-3.14680878,-7.44,378,28.55124443,9000,Consumer Non-Durables
CTSH,NASDAQ,43813829950,81.95,1.23533045,1,2704672,29.96927178,292500,Technology Services
IDXX,NASDAQ,43775908680.00001,513.2,3.63698782,18.01,401413,86.3016086,9200,Health Technology
VEEV,NYSE,43703898939.54,288.54,4.06087709,11.26,1391891,129.51562427,3501,Technology Services
ROST,NASDAQ,43578694460,122.41,0.31961973,0.39,1755117,144.91686461,92500,Retail Trade
PBR,NYSE,43499800000,11.69,0,0,19692035,,57983,Energy Minerals
GD,NYSE,43266768440,150.77,-0.62615344,-0.95,2245984,13.76369838,102900,Electronic Technology
DOW,NYSE,43177383920,58.21,-0.51273287,-0.3,4063547,,36500,Process Industries
TEL,NYSE,43152039210,130.47,1.40680864,1.81,2301341,,82000,Electronic Technology
GOLD,NYSE,42621776100,23.97,-3.22971336,-0.8,25824793,14.56593771,,Non-Energy Minerals
MAR,NASDAQ,42062617080,129.69,-0.50632911,-0.66,1485477,247.62537994,174000,Consumer Services
NGG,NYSE,41984300000,59.77,0.23478115,0.14,262915,22.45951036,23069,Utilities
BAX,NYSE,41733830600,81.7,0.25770033,0.21,1728324,46.27484384,50000,Health Technology
CEO,NYSE,41223000000,90.09,-2.42608036,-2.24,740872,7.03965476,18703,Energy Minerals
EXC,NASDAQ,41178894120,42.21,0.42826552,0.18,4582762,17.25581968,32713,Utilities
EA,NASDAQ,41150323220.00001,141.86,0.79579366,1.12,1902761,31.34660787,9800,Consumer Durables
KHC,NASDAQ,41104484400,33.62,-0.22258495,-0.075,6226730,,37000,Consumer Non-Durables
TWTR,NYSE,40944618000,51.48,-1.62430728,-0.85,16955435,,4900,Technology Services
APH,NYSE,40493620800.00001,135.36,-0.40467957,-0.55,967795,35.80159106,74000,Electronic Technology
SNPS,NASDAQ,40217072400,262.8,1.52990264,3.96,630402,60.67368322,15036,Technology Services
TRI,NYSE,40077653160,80.62,-0.01240233,-0.01,407765,21.55841357,24400,Commercial Services
CHWY,NYSE,39973081566.72,96.87,-1.13288426,-1.11,2629771,,12000,Retail Trade
TRP,NYSE,39952720000,42.5,-0.839944,-0.36,1884298,12.11132748,7305,Industrial Services
E,NYSE,39904900000,22.25,-1.19893428,-0.27,357538,,32053,Energy Minerals
BK,NYSE,39698892800,44.8,-1.06007067,-0.48,3621016,9.93832444,48400,Finance
ING,NYSE,39615600000,10.16,0,0,3525994,,56196,Finance
U,NYSE,39587597400,146.2,5.50624233,7.63,2780511,,2715,Technology Services
CM,NYSE,39566668500,88.5,0.43123014,0.38,328937,14.2906422,43853,Finance
CNC,NYSE,39548021580,68.21,-2.2078853,-1.54,3675973,19.37446182,56600,Health Services
SYY,NYSE,39500790450,77.55,2.59293557,1.96,3682938,,57000,Distribution Services
BCE,NYSE,39365397840,43.53,0.02297794,0.01,1394450,23.04441449,52100,Communications
APTV,NYSE,39304839000,145.56,0.52486188,0.76,2471865,21.74663963,141000,Producer Manufacturing
AEP,NASDAQ,39304160200,79.18,-0.88872199,-0.71,3059851,20.70118159,17408,Utilities
CMG,NYSE,39240691932,1402.44,2.50705337,34.3,368978,163.69031239,83000,Consumer Services
WBA,NASDAQ,39148062360,45.21,-0.11047282,-0.05,9895372,,331000,Retail Trade
A,NYSE,38988361000,127.06,0.71337984,0.9,1577237,54.73793822,16400,Health Technology
BIIB,NASDAQ,38861360280,252.54,0.8385242,2.1,988789,8.29040929,7400,Health Technology
MCHP,NASDAQ,38379422400,147.4,-0.87424344,-1.3,2598874,63.35747763,18000,Electronic Technology
RACE,NYSE,38269514066.27,217.97,-1.85952274,-4.13,684186,68.53131487,4285,Consumer Durables
PSA,NYSE,38015000000,222.62,2.37755806,5.17,805533,33.49765077,5900,Finance
CDNS,NASDAQ,37987612890,136.19,-0.62750821,-0.86,2049699,35.58538675,8100,Technology Services
LHX,NYSE,37967238400,180.7,-0.30344828,-0.55,1409058,30.01175633,,Electronic Technology
EBAY,NASDAQ,37555134240,54.48,2.6762156,1.42,6298601,7.39089858,13300,Consumer Services
BF.B,NYSE,37535029400,78.43,1.12171222,0.87,773391,40.38321358,4800,Consumer Non-Durables
MSCI,NYSE,37524908600,452.68,2.03768822,9.04,305181,66.31191893,3396,Technology Services
DLR,NYSE,37432800000,133.6,-0.00748447,-0.01,2341601,54.16548425,1550,Finance
