Ticker,Exchange,Market Capitalization,Last,Change %,Change,Volume,Price to Earnings Ratio (TTM),Number of Employees,Sector
AAPL,NASDAQ,2330447632500,138.525,1.20917659,1.655,78177490,41.8972695,147000,Electronic Technology
MSFT,NASDAQ,1717254167500,227.135,0.96235054,2.165,20862356,36.29133731,163000,Technology Services
AMZN,NASDAQ,1655103444905,3298.655,-0.25204189,-8.335,1896404,96.84569655,798000,Retail Trade
GOOG,NASDAQ,1290722271900,1908.15,0.8935889,16.9,806923,37.76533078,118899,Technology Services
GOOGL,NASDAQ,1285202635740,1899.99,0.8406974,15.84,1058210,37.62355478,118899,Technology Services
TSLA,NASDAQ,797345884170,841.17,-0.45207636,-3.82,14449022,1688.62909672,48016,Consumer Durables
FB,NASDAQ,785744543757.42,275.865,1.09759226,2.995,14521056,31.07363291,44942,Technology Services
BABA,NYSE,703466000000,259.96,-0.01538462,-0.04,10026349,37.6598734,117600,Retail Trade
TSM,NYSE,695765000000,129.83,-3.22748956,-4.33,14335266,39.47856281,,Electronic Technology
BRK.A,NYSE,549056671666.6678,351250,-0.77683616,-2750,230,15.68870768,391500,Finance
BRK.B,NYSE,547141812100,233.35,-0.34591732,-0.81,2273872,15.56635444,391500,Finance
V,NYSE,474537785395.2134,203.03,-1.02856586,-2.11,4040947,43.08306206,20500,Finance
JNJ,NYSE,431631258400,163.96,1.37884128,2.23,4989322,25.41286278,132200,Health Technology
WMT,NYSE,415056843000,146.7,1.27718329,1.85,4315072,20.91032452,2200000,Retail Trade
JPM,NYSE,407782709240,133.7782,-0.78009345,-1.0518,8926468,15.16409114,,Finance
NVDA,NASDAQ,341298030000,551.37,-0.6003245,-3.33,4571489,90.66243891,13775,Electronic Technology
UNH,NYSE,330863370910,348.71,-1.77183099,-6.29,1259962,22.14846333,,Health Services
MA,NYSE,328845648833.44,329.86,-1.36945341,-4.58,2268963,50.18984017,18600,Finance
PG,NYSE,321476764000,130.55,-0.35111824,-0.46,3981523,24.76138275,99000,Consumer Non-Durables
DIS,NYSE,313304559400,172.69,0.82321345,1.41,6304703,,203000,Consumer Services
HD,NYSE,305883592000,284.12,1.8168787,5.07,2437583,24.11674214,415700,Retail Trade
PYPL,NASDAQ,294984674400,251.76,1.25482625,3.12,5494120,93.89018956,23200,Technology Services
BAC,NYSE,272976309550,31.555,-0.67673906,-0.215,31118600,15.70362315,208000,Finance
NFLX,NASDAQ,251445415275,569.145,-1.84447434,-10.695,5255479,95.37783334,,Consumer Services
VZ,NYSE,238167769950,57.555,0.49764274,0.285,9739516,12.95437581,135000,Communications
ASML,NASDAQ,236086000000,569.9,-0.14717735,-0.84,623039,58.18178111,,Producer Manufacturing
INTC,NASDAQ,233586000000,57,-8.74159462,-5.46,65998986,12.63886359,,Electronic Technology
ADBE,NASDAQ,226291064000,472.72,0.1482988,0.7,1749598,43.52982404,22516,Technology Services
CMCSA,NASDAQ,223230076256.25,48.79,-0.69204152,-0.34,7541095,21.99391172,190000,Consumer Services
NKE,NYSE,220612611200,139.94,-1.17929525,-1.67,2034048,80.71705426,75400,Consumer Non-Durables
NVS,NYSE,213591000000,96.96,0.08257638,0.08,1943673,31.15312882,103914,Health Technology
TM,NYSE,211570000000,147.91,-2.26641998,-3.43,280813,16.13192061,359542,Consumer Durables
KO,NYSE,209048482350,48.645,-0.62308478,-0.305,8889116,25.38505419,86200,Consumer Non-Durables
CRM,NYSE,206341650000,225.51,1.50335329,3.34,7484108,58.04117248,49000,Technology Services
T,NYSE,205585100000,28.85,0.06937218,0.02,18185019,18.98834222,246000,Communications
MRK,NYSE,205210733300,81.11,-0.08622814,-0.07,5347498,17.93082122,71000,Health Technology
PFE,NYSE,203854319999.99997,36.675,0.53453947,0.195,16459080,23.62388292,88300,Health Technology
TMO,NYSE,203422902100,513.26,0.17565774,0.9,951406,41.95648436,75000,Health Technology
ABT,NYSE,200289795464,113.0074,0.05081895,0.0574,2290087,59.88230304,107000,Health Technology
XOM,NYSE,199910291576.99997,47.2799,-1.72542091,-0.8301,15548021,61.84599563,74900,Energy Minerals
LLY,NYSE,197113286920,206.06,1.83345688,3.71,3750630,33.12434521,33625,Health Technology
ABBV,NYSE,196496811000,111.3,0.03595182,0.04,2200596,23.52866538,30000,Health Technology
PEP,NASDAQ,191746950000,138.75,-0.61600172,-0.86,2005364,27.65211535,267000,Consumer Non-Durables
CSCO,NASDAQ,189514123500,44.85,-0.57636888,-0.26,7733327,18.31729403,77500,Technology Services
AVGO,NASDAQ,188871629425,466.925,0.02249261,0.105,850192,74.0984127,21000,Electronic Technology
QCOM,NASDAQ,183480207300,162.2283,-1.53062215,-2.5217,3238311,36.40883978,41000,Electronic Technology
ORCL,NYSE,177466128400,60.28,-1.51935958,-0.93,6941722,18.56198447,135000,Technology Services
CVX,NYSE,176440457750,91.655,-0.38582763,-0.355,4889655,,48200,Energy Minerals
ACN,NYSE,169237337300,255.98,-0.75986664,-1.96,1249600,31.75701464,506000,Technology Services
DHR,NYSE,168579565870,237.31,1.80609181,4.21,1487194,53.85610646,60000,Health Technology
NEE,NYSE,164943898650,84.195,0.5793812,0.485,3568888,42.25003785,13900,Utilities
TMUS,NASDAQ,162180091350,130.665,0.20322086,0.265,1209858,42.63249093,53000,Communications
COST,NASDAQ,161155888100,363.82,0.28114664,1.02,1266778,37.26108435,273000,Retail Trade
TXN,NASDAQ,159363910620,173.61,-0.85094232,-1.49,1909310,33.08767952,29768,Electronic Technology
MCD,NYSE,158856324000.2,213.1982,-0.155388,-0.3318,1199929,32.59203859,205000,Consumer Services
MDT,NYSE,157161295200,116.76,-0.97532016,-1.15,1484216,45.0381971,90000,Health Technology
PDD,NASDAQ,151017000000,171.56,-0.72333777,-1.25,2922468,,5828,Retail Trade
SAP,NYSE,150871000000,127.84,-0.04691165,-0.06,616464,,,Technology Services
AMGN,NASDAQ,148092150220,254.38,0.93242868,2.35,967139,20.32975454,23400,Health Technology
BMY,NYSE,146759463749.99997,64.945,1.19196011,0.765,4686440,,30000,Health Technology
SHOP,NYSE,145092371482.80002,1190.14,-0.66853065,-8.01,421176,767.79878244,5000,Retail Trade
HON,NYSE,142677322810,203.335,-0.92335429,-1.895,1946300,29.48071536,113000,Producer Manufacturing
UNP,NYSE,140457885015,208.435,0.25733526,0.535,2810400,26.38793694,,Transportation
UPS,NYSE,138200027223.72,159.88,-0.13741412,-0.22,1353468,30.38354241,495000,Transportation
AZN,NASDAQ,137962000000,53.3,1.42721218,0.75,11075064,54.85958868,70600,Health Technology
HDB,NYSE,134828000000,73.83,0.53104575,0.39,626040,32.61535729,116971,Finance
LIN,NYSE,132710092450,252.85,-0.13823065,-0.35,831346,60.26849472,79886,Process Industries
WFC,NYSE,132076283050,31.945,-0.171875,-0.055,15643405,78.70142646,,Finance
CHTR,NASDAQ,130018687500,650.5,0.01076211,0.07,415280,50.96694824,95100,Consumer Services
NVO,NYSE,127966000000,73.13,0.84114727,0.61,607939,27.33509235,43258,Health Technology
C,NYSE,127486983000,61.23,-1.03442702,-0.64,16147422,12.29970975,,Finance
LOW,NYSE,126658497780.00002,172.86,0.30172914,0.52,1976880,24.33630818,320000,Retail Trade
SNE,NYSE,126501000000,101.35,-1.1701609,-1.2,456019,14.6938717,111700,Consumer Durables
PM,NYSE,126392091200,81.16,-0.20902496,-0.17,1253220,16.50331771,73500,Consumer Non-Durables
JD,NASDAQ,125536000000,95.27,0.1787592,0.17,4638348,36.71814672,227730,Retail Trade
SNY,NASDAQ,124733000000,49.975,0.67485898,0.335,2848032,10.17004712,100409,Health Technology
SBUX,NASDAQ,121941561500,103.895,-0.65500096,-0.685,2890362,135.08137432,349000,Consumer Services
RY,NYSE,120149800100.00002,84.43,-1.0547287,-0.9,544022,14.54678321,86000,Finance
MS,NYSE,117169035600,74.31,-0.52208835,-0.39,10463160,11.60622728,,Finance
TOT,NYSE,116163000000,44.315,0.28286943,0.125,1840452,,107776,Energy Minerals
HSBC,NYSE,115896000000,27.88,-2.00351494,-0.57,913527,,235000,Finance
BA,NYSE,115793570950,205.115,-1.10650403,-2.295,5582658,,161100,Electronic Technology
BLK,NYSE,112092534780,734.98,-0.97278362,-7.22,320112,23.27251291,,Finance
ZM,NASDAQ,111779063345.7,382.95,0.03657167,0.14,2183002,267.32541899,2532,Technology Services
BUD,NYSE,111558000000,66.775,-1.52632355,-1.035,949087,,171915,Consumer Non-Durables
AMD,NASDAQ,110769591000,92.1,0.62274664,0.57,56435225,126.35284373,11400,Electronic Technology
ABNB,NASDAQ,106654251825.34,179.78,-0.34368071,-0.62,5677233,,,Technology Services
BHP,NYSE,106528000000,71.77,-0.77422923,-0.56,1701661,23.05926611,,Non-Energy Minerals
NOW,NYSE,105693474000,541.74,-0.4758143,-2.59,694002,154.04403441,10371,Technology Services
IBM,NYSE,105634718244.29997,118.5499,-9.95070262,-13.1001,31304870,14.90534849,383800,Technology Services
SCHW,NYSE,105586087500,58.75,0.08517888,0.05,2742856,27.84101688,,Finance
TD,NYSE,105141396000,57.91,-1.78086839,-1.05,629506,12.24159766,,Finance
CAT,NYSE,104636923380,192.61,0.21853374,0.42,1167944,31.92684021,102300,Producer Manufacturing
INTU,NASDAQ,103220796130,376.655,-1.33464309,-5.095,623659,51.25605875,10600,Technology Services
RTX,NYSE,103029964800,67.84,-0.39641756,-0.27,2703806,,243200,Electronic Technology
RIO,NYSE,102664000000,81.33,-1.2865639,-1.06,924367,18.63563367,46007,Non-Energy Minerals
AXP,NYSE,101254151500,125.75,-1.31837087,-1.68,1638884,31.48207624,64500,Finance
UBER,NYSE,100730321200,54.41,-2.47356157,-1.38,9989132,,26900,Technology Services
SQ,NYSE,99657038988,221,0.62835807,1.38,5199756,359.62010807,3835,Technology Services
GS,NYSE,99538872400,289.3,-0.02419048,-0.07,1758181,11.70268696,,Finance
AMT,NYSE,98704100000,224.16,0.88208821,1.96,1233572,52.47868496,5454,Finance
MMM,NYSE,98100117540,170.07,-0.35155563,-0.6,1351475,20.00351617,96163,Producer Manufacturing
GE,NYSE,97760149200,11.16,0.81300813,0.09,34944449,26.4769194,205000,Electronic Technology
AMAT,NASDAQ,97679369520,106.83,-1.05584885,-1.14,3670815,27.54055709,24000,Producer Manufacturing
MELI,NASDAQ,97545133200,1956,0.81486865,15.81,383926,,9703,Technology Services
CVS,NYSE,97147300200,74.22,0.18898488,0.14,2424721,12.23108293,290000,Retail Trade
TGT,NYSE,95727766680,191.16,-0.05751033,-0.11,1231004,25.34183052,368000,Retail Trade
DE,NYSE,95571971390,304.99,-0.16693944,-0.51,789505,35.14928378,69600,Producer Manufacturing
LMT,NYSE,95437120240,341.11,0.42394088,1.44,940189,14.63760434,110000,Electronic Technology
GSK,NYSE,94321200000,38.485,1.8660667,0.705,4249122,11.73291925,99437,Health Technology
DEO,NYSE,93813600000,159.13,-0.87828579,-1.41,130409,53.77503852,27788,Consumer Non-Durables
MU,NASDAQ,92200781400,82.42,-3.04670039,-2.59,10598025,32.08166654,40000,Electronic Technology
SYK,NYSE,90603210100,241.1,-1.02627258,-2.5,392947,52.74896602,40000,Health Technology
EL,NYSE,90567695747.34,250.46,-1.88427939,-4.81,455608,155.1416069,48000,Consumer Non-Durables
VALE,NYSE,89619600000,16.91,-3.20549513,-0.56,14488916,35.13676589,71149,Non-Energy Minerals
ISRG,NASDAQ,88455435300,752.46,-5.78586901,-46.21,1178121,91.00511617,7326,Health Technology
BTI,NYSE,86866600000,38.02,0.05263158,0.02,924796,10.90199679,59989,Consumer Non-Durables
BKNG,NASDAQ,85199707117,2080.33,-1.40335744,-29.61,228708,63.54073499,26400,Consumer Services
GILD,NASDAQ,84148591429,67.1293,0.22290236,0.1493,3003305,69.4813278,11800,Health Technology
SE,NYSE,83991300000,234.53,0.24363139,0.57,1268088,,29800,Technology Services
LRCX,NASDAQ,81342763605,564.845,0.11609564,0.655,676604,32.01005367,11300,Electronic Technology
RDS.A,NYSE,81166300000,39.13,-1.55974843,-0.62,2972011,,83000,Energy Minerals
CI,NYSE,81064702130,224.39,-0.79579115,-1.8,752552,15.85951578,73700,Health Services
BP,NYSE,80799600000,23.76,-1.08243131,-0.26,13147842,,70100,Energy Minerals
MDLZ,NASDAQ,80745403440,56.459,0.60406272,0.339,2999259,25.80467169,80000,Consumer Non-Durables
FIS,NYSE,80725118355,130.095,-2.62350299,-3.505,3356842,,55000,Technology Services
SNOW,NYSE,80564598000,284.58,-0.60771165,-1.74,1603596,,,Technology Services
TJX,NYSE,80472225750,67.025,-1.52071701,-1.035,2514903,113.09405118,286000,Retail Trade
NTES,NASDAQ,80179500000,117.16,0.97388606,1.13,1100028,39.77580474,20797,Technology Services
SNAP,NYSE,79674898760.15111,53.4737,-1.70275735,-0.9263,11475758,,3195,Technology Services
GM,NYSE,79151443000,55.3,0.39941903,0.22,18383987,24.70509083,164000,Consumer Durables
DCUE,NYSE,79110000000,97.45,0.49499845,0.48,79771,,19100,Utilities
ANTM,NYSE,78688702080,316.395,-1.64905191,-5.305,456150,16.62970602,70600,Health Services
MO,NYSE,77904966400,41.92,-0.04768717,-0.02,3362458,108.99168399,7300,Consumer Non-Durables
ZTS,NYSE,77715823360,163.52,-0.57156755,-0.94,548325,47.36341906,10600,Health Technology
INFY,NYSE,77524500000,18.17,-0.16483516,-0.03,4369063,30.80047385,242371,Technology Services
SPGI,NYSE,76328950054.5,317.2455,-0.14934534,-0.4745,956426,31.81495018,22500,Commercial Services
CNI,NYSE,76232868000,107.34,-0.84980602,-0.92,450946,30.25151563,25975,Transportation
BX,NYSE,76218270848.769,64.9185,-1.17445578,-0.7715,1207538,60.97085576,2905,Finance
BDX,NYSE,75630245559.99998,260.03,-0.71401298,-1.87,1106474,95.95163949,72000,Health Technology
NIO,NYSE,75393500000,61.98,6.23928694,3.64,115820519,,,Consumer Durables
PLD,NYSE,75103400000,101.32,0.88618939,0.89,1421480,46.00128252,1712,Finance
ATVI,NASDAQ,72988615080,94.44,-0.16913319,-0.16,2233462,33.14181614,9200,Consumer Durables
FISV,NASDAQ,72045267480,107.46,-1.36759982,-1.49,1940942,82.93369871,44000,Technology Services
ENB,NYSE,70123242500,34.625,-1.2125535,-0.425,2028580,48.90122989,11300,Industrial Services
RDS.B,NYSE,69960900000,37.1799,-1.69249075,-0.6401,1382940,,83000,Energy Minerals
UL,NYSE,69755200000,59.87,-0.08344459,-0.05,685596,24.13598647,,Consumer Non-Durables
ADP,NASDAQ,69489308700,162.05,0.63342234,1.02,851172,27.9527149,58000,Technology Services
USB,NYSE,69153128200,45.905,0.51456098,0.235,4953807,14.9248366,,Finance
CB,NYSE,69118441230,153.13,-2.5704651,-4.04,649364,31.2583282,33000,Finance
TFC,NYSE,68835007200,51.06,-0.01958097,-0.01,2084429,16.59194282,,Finance
CCI,NYSE,68723000000,159.37,0.01882766,0.03,691612,112.80707965,5100,Finance
BIDU,NASDAQ,68684200000,253.27,0.53987535,1.36,4999496,25.63134653,37779,Technology Services
FDX,NYSE,67457918790.00001,254.49,0.2165866,0.55,1066122,27.5910775,245000,Transportation
CSX,NASDAQ,67284904500,87.98,-3.96244951,-3.63,4147128,25.45782965,,Transportation
CL,NYSE,66932041364.99999,78.085,-1.50731584,-1.195,3014911,25.31613233,34300,Consumer Non-Durables
SHW,NYSE,66744200315,734.87,-0.20099138,-1.48,170360,36.33784051,61111,Process Industries
DUK,NYSE,66527013805,90.395,0.23841206,0.215,835385,32.9858444,28793,Utilities
CME,NASDAQ,66183421841.68001,184.36,-0.98818475,-1.84,568930,31.03436781,4360,Finance
BNS,NYSE,66156930000,54.63,-1.37208882,-0.76,718288,13.971936,92001,Finance
ADSK,NASDAQ,65298237439.99999,296.96,-3.09991516,-9.5,1992486,158.8287121,10100,Technology Services
PNC,NYSE,64567795389.99999,152.39,-0.84585855,-1.3,822431,9.02291394,,Finance
ITW,NYSE,64339020400,203.27,-0.27473875,-0.56,319144,30.92409692,45000,Producer Manufacturing
EQIX,NASDAQ,64144300000,720.97,0.14863175,1.07,266773,141.24548736,8378,Finance
SO,NYSE,63818020800,60.42,0.90180361,0.54,1540781,20.15008244,27943,Utilities
SOLN,NYSE,63247700000,51.1799,0.56966005,0.2899,114046,17.12487802,27943,Utilities
ABB,NYSE,63089600000,30.475,1.04442971,0.315,1196749,11.41861962,144400,Producer Manufacturing
ICE,NYSE,63060032886.39999,112.3496,-0.50513638,-0.5704,995586,31.09373279,5989,Finance
APD,NYSE,63051088354.2,285.2358,0.92912494,2.6258,432196,33.05921437,19275,Process Industries
EQNR,NYSE,62913300000,19.19,-1.74091142,-0.34,2134520,,21412,Energy Minerals
SPOT,NYSE,62430078586.575,339.275,-2.59115705,-9.025,666348,,,Technology Services
BBL,NYSE,62274300000,58.225,-1.26335425,-0.745,1063316,18.80001275,,Non-Energy Minerals
BEKE,NYSE,62263700000,70.86,-3.46049046,-2.54,2628226,,,Technology Services
VRTX,NASDAQ,62242695680,239.36,0.30170969,0.72,704553,23.35349265,3000,Health Technology
NSC,NYSE,62230134775,245.015,-0.14060972,-0.345,768086,31.61977912,,Transportation
WBK,NYSE,61994900000,16.73,-1.12293144,-0.19,47108,39.60674157,36849,Finance
DASH,NYSE,61078982206,192.28,0.72816805,1.39,1233040,,,Technology Services
MUFG,NYSE,60755200000,4.689,-0.86680761,-0.041,671989,20.30914556,138570,Finance
ECL,NYSE,60598546275,212.295,-0.80136442,-1.715,460349,,50200,Process Industries
DD,NYSE,59445016170,80.97,-0.01234873,-0.01,9305452,,35000,Process Industries
ILMN,NASDAQ,59284760000,406.06,0.29392151,1.19,544279,93.91992206,7700,Health Technology
D,NYSE,59057137410,72.39,0.82172702,0.59,2613570,,19100,Utilities
TWLO,NYSE,58954539028.8,390.45,0.37275064,1.45,672899,,2905,Technology Services
TEAM,NASDAQ,58383026051.88,234.28,0.04270219,0.1,395539,,4907,Technology Services
REGN,NASDAQ,57792486881.85,541.605,1.14383357,6.125,358487,19.56934861,8100,Health Technology
ADI,NASDAQ,57750505500.00001,156.3,-1.87707954,-2.99,2094267,48.53886705,15900,Electronic Technology
BAM,NYSE,57713350637.6,38.23,-1.49446019,-0.58,1648688,,151900,Finance
COP,NYSE,57551030700,42.485,-1.6323223,-0.705,5532483,,10400,Energy Minerals
MMC,NYSE,56889078515,112.165,0.29956183,0.335,679428,28.08599342,76000,Finance
DELL,NYSE,56835166849.6,75.8,-1.43042913,-1.1,726955,24.24108691,165000,Electronic Technology
WDAY,NASDAQ,56391600000,234.965,2.43035878,5.575,957905,,12200,Technology Services
HCA,NYSE,56341129375,166.505,-0.53464755,-0.895,457425,16.9416051,280000,Health Services
GPN,NYSE,56320256550,188.15,-0.58649477,-1.11,1174924,112.86302105,24000,Technology Services
VMW,NYSE,56206153351.22,133.895,-0.14542471,-0.195,1082393,35.71447596,31000,Technology Services
SAN,NYSE,55981700000,3.14,-2.78637771,-0.09,4623498,,196419,Finance
SCCO,NYSE,54919105920.00001,71.04,0.89475927,0.63,319676,42.32896477,14301,Non-Energy Minerals
PGR,NYSE,54430748502,92.949,-1.39083386,-1.311,1492168,10.90164693,41571,Finance
PLTR,NYSE,54194954681.22,31.11,19.74595843,5.13,110759972,,2391,Technology Services
TAK,NYSE,54092200000,18.02,4.16184971,0.72,11434309,103.71702638,47495,Health Technology
HUM,NYSE,53934251140.00001,407.54,-1.70284612,-7.06,364377,13.28684327,47200,Health Services
UBS,NYSE,53532192947.88,14.92,-0.06697924,-0.01,2145434,9.49663355,68601,Finance
ROKU,NASDAQ,53327548338.45,420.13,-0.82853366,-3.51,1948716,,1650,Consumer Durables
EW,NYSE,53281471520,85.49,-1.99472658,-1.74,1727895,69.94066709,13900,Health Technology
BSX,NYSE,53081274400,37.07,-1.19936034,-0.45,4574088,14.3804377,36000,Health Technology
IBN,NYSE,52886500000,14.97,-2.2845953,-0.35,8776618,26.83482221,99319,Finance
MRNA,NASDAQ,52134792500,131.75,-0.92495112,-1.23,8321130,,830,Health Technology
PUK,NYSE,51063500000,38.26,-2.67107606,-1.05,121252,,18125,Finance
DG,NYSE,50653956750,206.75,-0.46697477,-0.97,777150,20.58284367,143000,Retail Trade
MCO,NYSE,50546369999.99999,269.15,-0.59829375,-1.62,346036,28.15388615,11000,Commercial Services
PHG,NYSE,50379700000,55.6,0.36101083,0.2,301500,45.97891941,80495,Health Technology
NEM,NYSE,50089371300,62.35,0.06419515,0.04,2891461,19.6350917,31600,Non-Energy Minerals
EMR,NYSE,49996060400,83.6,-0.78328982,-0.66,1245790,25.96770217,83500,Producer Manufacturing
NOC,NYSE,49798069200,298.7,0.61643143,1.83,528819,20.30796804,90000,Electronic Technology
ETN,NYSE,49617728000,124.48,-0.51945976,-0.65,734100,36.93111387,101000,Producer Manufacturing
BMO,NYSE,49391131830,76.47,-1.60833762,-1.25,358865,13.73210564,43360,Finance
CRWD,NASDAQ,49239106952.4648,222.5358,0.69493213,1.5358,1532619,,2309,Technology Services
HMC,NYSE,48777800000,27.56,-2.44247788,-0.69,613220,21.18485189,218674,Consumer Durables
WM,NYSE,48751828160,115.36,0.68074708,0.78,1057405,32.411179,44900,Industrial Services
RELX,NYSE,48341500000,25.59,1.95219124,0.49,475951,30.41318308,33200,Commercial Services
NXPI,NASDAQ,48191133749.99999,172.265,-0.78044004,-1.355,977280,,29400,Electronic Technology
COF,NYSE,47786551575,104.475,-3.74516307,-4.065,2905669,54.49342303,51900,Finance
AON,NYSE,47573846520,208.095,-0.65641858,-1.375,481267,27.02245959,50000,Finance
DOCU,NASDAQ,47494613845,254.585,0.25399701,0.645,958153,,3909,Technology Services
KLAC,NASDAQ,47411228260.00001,305.66,0.15072084,0.46,407473,37.12985717,10600,Electronic Technology
VOD,NASDAQ,47308300000,17.615,-0.08508225,-0.015,1294679,17.59832302,93000,Communications
EPD,NYSE,47062892800,21.56,-3.83586084,-0.86,10374254,10.90732182,7300,Industrial Services
CEO,NYSE,46634300000,97.15,-6.98898995,-7.3,456339,7.96373812,18703,Energy Minerals
MNST,NASDAQ,46604512760.00001,88.28,-1.03139013,-0.92,579415,40.10791367,3529,Consumer Non-Durables
PTON,NASDAQ,46323999714.645,158.355,0.14228799,0.225,2221403,2080.65789474,3694,Consumer Services
ABEV,NYSE,46256200000,2.765,-5.95238095,-0.175,25352523,24.66442953,50000,Consumer Non-Durables
CP,NYSE,46041697680,342.32,-1.83246824,-6.39,219449,27.60675086,12694,Transportation
MET,NYSE,45681411240,50.76,-0.60700999,-0.31,2288262,8.38326302,49000,Finance
F,NYSE,45652508072.1,11.475,-0.47701648,-0.055,106406533,,190000,Consumer Durables
PINS,NYSE,45514687318.8,73.64,0.16322089,0.12,4859140,,2217,Technology Services
LULU,NASDAQ,45192441470,346.73,-0.71301758,-2.49,413504,82.04586035,19000,Retail Trade
KMB,NYSE,45142982640,132.72,1.30524387,1.71,1302723,19.05045805,40000,Consumer Non-Durables
SMFG,NYSE,44470500000,6.44,-0.77041602,-0.05,613778,8.83233533,86443,Finance
KDP,NASDAQ,44335411250,31.505,-0.1109702,-0.035,1315907,34.40226876,25500,Consumer Non-Durables
ROP,NYSE,44158977400,421.075,-0.07949503,-0.335,202074,28.37089998,16460,Electronic Technology
FCX,NYSE,44058282750,30.325,0.94873502,0.285,12165122,,27500,Non-Energy Minerals
GD,NYSE,43734532800,152.4,0.88706474,1.34,622046,13.70382466,102900,Electronic Technology
STZ,NYSE,43504382881.68,227.08,-0.70400979,-1.61,367532,24.85490708,9000,Consumer Non-Durables
VEEV,NYSE,43457009928.41001,286.91,0.02440385,0.07,290769,133.98103601,3501,Technology Services
CTSH,NASDAQ,43118796650,80.65,-0.28437191,-0.23,611577,29.94335641,292500,Technology Services
DOW,NYSE,42591399840,57.42,-0.24322446,-0.14,1214087,,36500,Process Industries
TEL,NYSE,42545125805,128.635,-1.28539636,-1.675,600663,,82000,Electronic Technology
NGG,NYSE,42412600000,60.18,0.71966527,0.43,222032,22.5047081,23069,Utilities
ALGN,NASDAQ,42288258023.99999,536.31,-1.37915816,-7.5,436310,24.73280151,14530,Health Technology
IDXX,NASDAQ,42279321934.5,495.655,-0.15812586,-0.785,164794,86.51945834,9200,Health Technology
EA,NASDAQ,42261318130,145.69,-0.19182024,-0.28,2697188,32.51147044,9800,Consumer Durables
CHWY,NYSE,42217879375.36,102.31,-2.65461465,-2.79,1704057,,12000,Retail Trade
GOLD,NYSE,42132790350,23.695,0.06334459,0.015,9350351,13.91386098,,Non-Energy Minerals
CMG,NYSE,41741850949,1491.83,-0.78806661,-11.85,146935,179.90691664,83000,Consumer Services
TRP,NYSE,41649535520,44.305,-2.17487304,-0.985,1101353,12.79799397,7305,Industrial Services
LVS,NYSE,41559881480,54.41,-1.75153485,-0.97,3512654,,50000,Consumer Services
EXC,NASDAQ,41481223882.80001,42.5199,-1.16248257,-0.5001,2181682,17.66227368,32713,Utilities
U,NYSE,41461374240,153.12,4.19161677,6.16,1638933,,2715,Technology Services
SNPS,NASDAQ,41431358648.4,270.7348,-0.78249716,-2.1352,348328,63.96240126,15036,Technology Services
BIIB,NASDAQ,41318855820,268.51,-0.59603139,-1.61,396316,8.94188371,7400,Health Technology
WBA,NASDAQ,40914531000,47.25,0.38240918,0.18,2447078,,331000,Retail Trade
AEP,NASDAQ,40833041400,82.26,1.59318266,1.29,2321032,20.98103234,17408,Utilities
BAX,NYSE,40737735500,79.75,-0.32495938,-0.26,669698,45.43441227,50000,Health Technology
TRI,NYSE,40684137120,81.84,0.4048583,0.33,177077,21.79370321,24400,Commercial Services
ROST,NASDAQ,40353280100,113.35,-1.7679175,-2.04,709463,137.04275534,92500,Retail Trade
KHC,NASDAQ,40163067000,32.85,0.21354484,0.07,2142067,,37000,Consumer Non-Durables
MAR,NASDAQ,39918782560,123.08,-2.79576686,-3.54,1253325,240.53951368,174000,Consumer Services
DLR,NYSE,39564900000,141.925,0.49922107,0.705,574368,57.25057769,1550,Finance
APH,NYSE,39448074075,131.865,-0.92787378,-1.235,424545,35.06137717,74000,Electronic Technology
PBR,NYSE,39183300000,10.1,-4.08357075,-0.43,23956596,,57983,Energy Minerals
MCHP,NASDAQ,39142324080,150.33,-1.30646008,-1.99,483069,64.89987218,18000,Electronic Technology
LU,NYSE,39134600000,15.39,-3.08564232,-0.49,6132273,,84647,Technology Services
CM,NYSE,38945225910,87.11,-1.4704219,-1.3,126743,14.33767223,43853,Finance
BCE,NYSE,38931320400,43.05,-1.03448276,-0.45,528031,23.03382423,52100,Communications
A,NYSE,38879429250,126.705,-0.23228346,-0.295,682416,55.102395,16400,Health Technology
PSA,NYSE,38805200000,223.45,0.66675677,1.48,636664,34.19394593,5900,Finance
EBAY,NASDAQ,38768369120,56.24,-0.28368794,-0.16,1785490,7.85613796,13300,Consumer Services
LHX,NYSE,38765664000,184.5,0.74810244,1.37,673073,30.32305068,,Electronic Technology
SYY,NYSE,38400575010,75.39,-1.87426786,-1.44,556099,,57000,Distribution Services
CDNS,NASDAQ,38291647680,137.28,-0.96667148,-1.34,844087,35.99304131,8100,Technology Services
TWTR,NYSE,38236451250,48.075,2.02674024,0.955,9375832,,4900,Technology Services
TTD,NASDAQ,38110111900,811.475,-0.19125986,-1.555,270057,279.13276342,1310,Commercial Services
JCI,NYSE,37882105640,52.33,0.32592025,0.17,2941580,62.12482134,97000,Producer Manufacturing
TDOC,NYSE,37874685275,261.275,6.42566191,15.775,3461233,,2400,Health Services
APTV,NYSE,37795399250,139.97,-2.69725408,-3.88,1367357,21.60396486,141000,Producer Manufacturing
WIT,NYSE,37433700000,6.545,-0.53191489,-0.035,1253533,27.4624374,175000,Technology Services
E,NYSE,37406400000,20.89,-1.04216011,-0.22,615491,,32053,Energy Minerals
BK,NYSE,37297293840,42.06,-0.47326077,-0.2,3276088,11.036536,,Finance
